source,airline,origin,destination,search_date,travel_date,advance_days,total_fare,status
demo_connector,SpiceJet,BOM,BLR,2026-08-10,2026-08-25,15,6109,AVAILABLE
demo_connector,Air India,BOM,BLR,2026-08-10,2026-08-25,15,5974,AVAILABLE
demo_connector,SpiceJet,BOM,BLR,2026-08-10,2026-09-09,30,4903,AVAILABLE
demo_connector,IndiGo,BOM,BLR,2026-08-10,2026-09-09,30,5265,AVAILABLE
demo_connector,Air India,BOM,BLR,2026-08-10,2026-09-09,30,5223,AVAILABLE
demo_connector,Akasa Air,BOM,BLR,2026-08-10,2026-09-09,30,5306,AVAILABLE
demo_connector,IndiGo,BOM,BLR,2026-08-10,2026-09-24,45,4335,AVAILABLE
demo_connector,Akasa Air,BOM,BLR,2026-08-10,2026-09-24,45,4620,AVAILABLE
demo_connector,SpiceJet,BOM,BLR,2026-08-10,2026-09-24,45,4007,AVAILABLE
demo_connector,Air India,DEL,CCU,2026-08-10,2026-08-11,1,9559,AVAILABLE
demo_connector,Akasa Air,DEL,CCU,2026-08-10,2026-08-11,1,9517,AVAILABLE
demo_connector,SpiceJet,DEL,CCU,2026-08-10,2026-08-17,7,9144,AVAILABLE
demo_connector,Air India,DEL,CCU,2026-08-10,2026-08-17,7,9372,AVAILABLE
demo_connector,Akasa Air,DEL,CCU,2026-08-10,2026-08-17,7,8491,AVAILABLE
demo_connector,IndiGo,DEL,CCU,2026-08-10,2026-08-25,15,9151,AVAILABLE
demo_connector,Akasa Air,DEL,CCU,2026-08-10,2026-08-25,15,8075,AVAILABLE
demo_connector,Air India,DEL,CCU,2026-08-10,2026-08-25,15,7836,AVAILABLE
demo_connector,IndiGo,DEL,CCU,2026-08-10,2026-09-09,30,7059,AVAILABLE
demo_connector,Air India,DEL,CCU,2026-08-10,2026-09-09,30,6508,AVAILABLE
demo_connector,Air India,DEL,CCU,2026-08-10,2026-09-24,45,5520,AVAILABLE
demo_connector,SpiceJet,DEL,CCU,2026-08-10,2026-09-24,45,5423,AVAILABLE
demo_connector,IndiGo,DEL,CCU,2026-08-10,2026-09-24,45,6339,AVAILABLE
demo_connector,SpiceJet,BLR,HYD,2026-08-10,2026-08-11,1,5992,AVAILABLE
demo_connector,IndiGo,BLR,HYD,2026-08-10,2026-08-11,1,6101,AVAILABLE
demo_connector,Akasa Air,BLR,HYD,2026-08-10,2026-08-11,1,5676,AVAILABLE
demo_connector,Air India,BLR,HYD,2026-08-10,2026-08-11,1,6031,AVAILABLE
demo_connector,IndiGo,BLR,HYD,2026-08-10,2026-08-17,7,5959,AVAILABLE
demo_connector,Air India,BLR,HYD,2026-08-10,2026-08-17,7,6304,AVAILABLE
demo_connector,Air India,BLR,HYD,2026-08-10,2026-08-25,15,5332,AVAILABLE
demo_connector,IndiGo,BLR,HYD,2026-08-10,2026-08-25,15,5454,AVAILABLE
demo_connector,Akasa Air,BLR,HYD,2026-08-10,2026-09-09,30,4477,AVAILABLE
demo_connector,SpiceJet,BLR,HYD,2026-08-10,2026-09-09,30,4142,AVAILABLE
demo_connector,IndiGo,BLR,HYD,2026-08-10,2026-09-09,30,4829,AVAILABLE
demo_connector,Air India,BLR,HYD,2026-08-10,2026-09-24,45,4033,AVAILABLE
demo_connector,Akasa Air,BLR,HYD,2026-08-10,2026-09-24,45,3552,AVAILABLE
demo_connector,IndiGo,BLR,HYD,2026-08-10,2026-09-24,45,3701,AVAILABLE
demo_connector,IndiGo,MAA,DEL,2026-08-10,2026-08-11,1,11153,AVAILABLE
demo_connector,Air India,MAA,DEL,2026-08-10,2026-08-11,1,10562,AVAILABLE
demo_connector,Akasa Air,MAA,DEL,2026-08-10,2026-08-17,7,9806,AVAILABLE
demo_connector,IndiGo,MAA,DEL,2026-08-10,2026-08-17,7,10189,AVAILABLE
demo_connector,Akasa Air,MAA,DEL,2026-08-10,2026-08-25,15,10472,AVAILABLE
demo_connector,Air India,MAA,DEL,2026-08-10,2026-08-25,15,9473,AVAILABLE
demo_connector,IndiGo,MAA,DEL,2026-08-10,2026-08-25,15,10744,AVAILABLE
demo_connector,SpiceJet,MAA,DEL,2026-08-10,2026-08-25,15,9372,AVAILABLE
demo_connector,Air India,MAA,DEL,2026-08-10,2026-09-09,30,8501,AVAILABLE
demo_connector,IndiGo,MAA,DEL,2026-08-10,2026-09-09,30,9153,AVAILABLE
demo_connector,SpiceJet,MAA,DEL,2026-08-10,2026-09-09,30,9089,AVAILABLE
demo_connector,IndiGo,MAA,DEL,2026-08-10,2026-09-24,45,7478,AVAILABLE
demo_connector,Air India,MAA,DEL,2026-08-10,2026-09-24,45,6559,AVAILABLE
demo_connector,SpiceJet,DEL,BOM,2026-08-11,2026-08-12,1,8187,AVAILABLE
demo_connector,IndiGo,DEL,BOM,2026-08-11,2026-08-12,1,9062,AVAILABLE
demo_connector,Air India,DEL,BOM,2026-08-11,2026-08-12,1,8174,AVAILABLE
demo_connector,IndiGo,DEL,BOM,2026-08-11,2026-08-18,7,7903,AVAILABLE
demo_connector,Air India,DEL,BOM,2026-08-11,2026-08-18,7,8589,AVAILABLE
demo_connector,Akasa Air,DEL,BOM,2026-08-11,2026-08-26,15,6967,AVAILABLE
demo_connector,SpiceJet,DEL,BOM,2026-08-11,2026-08-26,15,8138,AVAILABLE
demo_connector,IndiGo,DEL,BOM,2026-08-11,2026-08-26,15,7598,AVAILABLE
demo_connector,Air India,DEL,BOM,2026-08-11,2026-08-26,15,7527,AVAILABLE
demo_connector,Akasa Air,DEL,BOM,2026-08-11,2026-09-10,30,5901,AVAILABLE
demo_connector,SpiceJet,DEL,BOM,2026-08-11,2026-09-10,30,6345,AVAILABLE
demo_connector,Air India,DEL,BOM,2026-08-11,2026-09-10,30,6307,AVAILABLE
demo_connector,SpiceJet,DEL,BOM,2026-08-11,2026-09-25,45,4895,AVAILABLE
demo_connector,Air India,DEL,BOM,2026-08-11,2026-09-25,45,4968,AVAILABLE
demo_connector,IndiGo,DEL,BOM,2026-08-11,2026-09-25,45,5886,AVAILABLE
demo_connector,Akasa Air,DEL,BOM,2026-08-11,2026-09-25,45,5702,AVAILABLE
demo_connector,Air India,DEL,BLR,2026-08-11,2026-08-12,1,10947,AVAILABLE
demo_connector,SpiceJet,DEL,BLR,2026-08-11,2026-08-12,1,9372,AVAILABLE
demo_connector,IndiGo,DEL,BLR,2026-08-11,2026-08-12,1,9566,AVAILABLE
demo_connector,SpiceJet,DEL,BLR,2026-08-11,2026-08-18,7,9369,AVAILABLE
demo_connector,Akasa Air,DEL,BLR,2026-08-11,2026-08-18,7,9273,AVAILABLE
demo_connector,IndiGo,DEL,BLR,2026-08-11,2026-08-26,15,9281,AVAILABLE
demo_connector,SpiceJet,DEL,BLR,2026-08-11,2026-08-26,15,8769,AVAILABLE
demo_connector,IndiGo,DEL,BLR,2026-08-11,2026-09-10,30,7073,AVAILABLE
demo_connector,Akasa Air,DEL,BLR,2026-08-11,2026-09-10,30,7605,AVAILABLE
demo_connector,SpiceJet,DEL,BLR,2026-08-11,2026-09-10,30,7672,AVAILABLE
demo_connector,IndiGo,DEL,BLR,2026-08-11,2026-09-25,45,6860,AVAILABLE
demo_connector,Akasa Air,DEL,BLR,2026-08-11,2026-09-25,45,6878,AVAILABLE
demo_connector,SpiceJet,BOM,BLR,2026-08-11,2026-08-12,1,6787,AVAILABLE
demo_connector,Akasa Air,BOM,BLR,2026-08-11,2026-08-12,1,7594,AVAILABLE
demo_connector,IndiGo,BOM,BLR,2026-08-11,2026-08-18,7,6695,AVAILABLE
demo_connector,Akasa Air,BOM,BLR,2026-08-11,2026-08-18,7,6669,AVAILABLE
demo_connector,Air India,BOM,BLR,2026-08-11,2026-08-18,7,6800,AVAILABLE
demo_connector,SpiceJet,BOM,BLR,2026-08-11,2026-08-26,15,5715,AVAILABLE
demo_connector,Akasa Air,BOM,BLR,2026-08-11,2026-08-26,15,6585,AVAILABLE
demo_connector,Air India,BOM,BLR,2026-08-11,2026-09-10,30,5335,AVAILABLE
demo_connector,IndiGo,BOM,BLR,2026-08-11,2026-09-10,30,4715,AVAILABLE
demo_connector,SpiceJet,BOM,BLR,2026-08-11,2026-09-10,30,4821,AVAILABLE
demo_connector,Akasa Air,BOM,BLR,2026-08-11,2026-09-10,30,5477,AVAILABLE
demo_connector,SpiceJet,BOM,BLR,2026-08-11,2026-09-25,45,4160,AVAILABLE
demo_connector,Air India,BOM,BLR,2026-08-11,2026-09-25,45,3899,AVAILABLE
demo_connector,Akasa Air,BOM,BLR,2026-08-11,2026-09-25,45,4525,AVAILABLE
demo_connector,IndiGo,BOM,BLR,2026-08-11,2026-09-25,45,4632,AVAILABLE
demo_connector,IndiGo,DEL,CCU,2026-08-11,2026-08-12,1,9008,AVAILABLE
demo_connector,SpiceJet,DEL,CCU,2026-08-11,2026-08-12,1,10376,AVAILABLE
demo_connector,Akasa Air,DEL,CCU,2026-08-11,2026-08-12,1,9103,AVAILABLE
demo_connector,Air India,DEL,CCU,2026-08-11,2026-08-12,1,9487,AVAILABLE
demo_connector,IndiGo,DEL,CCU,2026-08-11,2026-08-18,7,9410,AVAILABLE
demo_connector,Akasa Air,DEL,CCU,2026-08-11,2026-08-18,7,8780,AVAILABLE
demo_connector,SpiceJet,DEL,CCU,2026-08-11,2026-08-18,7,9880,AVAILABLE
demo_connector,Air India,DEL,CCU,2026-08-11,2026-08-26,15,7643,AVAILABLE
demo_connector,Akasa Air,DEL,CCU,2026-08-11,2026-08-26,15,9050,AVAILABLE
demo_connector,IndiGo,DEL,CCU,2026-08-11,2026-08-26,15,9219,AVAILABLE
demo_connector,Air India,DEL,CCU,2026-08-11,2026-09-10,30,6965,AVAILABLE
demo_connector,IndiGo,DEL,CCU,2026-08-11,2026-09-10,30,6639,AVAILABLE
demo_connector,IndiGo,DEL,CCU,2026-08-11,2026-09-25,45,5407,AVAILABLE
demo_connector,SpiceJet,DEL,CCU,2026-08-11,2026-09-25,45,6284,AVAILABLE
demo_connector,Akasa Air,DEL,CCU,2026-08-11,2026-09-25,45,5980,AVAILABLE
demo_connector,Air India,BLR,HYD,2026-08-11,2026-08-12,1,6507,AVAILABLE
demo_connector,Akasa Air,BLR,HYD,2026-08-11,2026-08-12,1,6312,AVAILABLE
demo_connector,Akasa Air,BLR,HYD,2026-08-11,2026-08-18,7,5367,AVAILABLE
demo_connector,Air India,BLR,HYD,2026-08-11,2026-08-18,7,6124,AVAILABLE
demo_connector,SpiceJet,BLR,HYD,2026-08-11,2026-08-18,7,5931,AVAILABLE
demo_connector,IndiGo,BLR,HYD,2026-08-11,2026-08-18,7,6117,AVAILABLE
demo_connector,IndiGo,BLR,HYD,2026-08-11,2026-08-26,15,5372,AVAILABLE
demo_connector,Akasa Air,BLR,HYD,2026-08-11,2026-08-26,15,5533,AVAILABLE
demo_connector,SpiceJet,BLR,HYD,2026-08-11,2026-08-26,15,5451,AVAILABLE
demo_connector,Air India,BLR,HYD,2026-08-11,2026-09-10,30,4675,AVAILABLE
demo_connector,IndiGo,BLR,HYD,2026-08-11,2026-09-10,30,4331,AVAILABLE
demo_connector,SpiceJet,BLR,HYD,2026-08-11,2026-09-25,45,4010,AVAILABLE
demo_connector,IndiGo,BLR,HYD,2026-08-11,2026-09-25,45,3759,AVAILABLE
demo_connector,Akasa Air,MAA,DEL,2026-08-11,2026-08-12,1,11298,AVAILABLE
demo_connector,SpiceJet,MAA,DEL,2026-08-11,2026-08-12,1,11951,AVAILABLE
demo_connector,Air India,MAA,DEL,2026-08-11,2026-08-12,1,11874,AVAILABLE
demo_connector,IndiGo,MAA,DEL,2026-08-11,2026-08-12,1,11273,AVAILABLE
demo_connector,Akasa Air,MAA,DEL,2026-08-11,2026-08-18,7,10549,AVAILABLE
demo_connector,Air India,MAA,DEL,2026-08-11,2026-08-18,7,9697,AVAILABLE
demo_connector,IndiGo,MAA,DEL,2026-08-11,2026-08-18,7,11008,AVAILABLE
demo_connector,Akasa Air,MAA,DEL,2026-08-11,2026-08-26,15,10141,AVAILABLE
demo_connector,Air India,MAA,DEL,2026-08-11,2026-08-26,15,9904,AVAILABLE
demo_connector,IndiGo,MAA,DEL,2026-08-11,2026-08-26,15,10178,AVAILABLE
demo_connector,SpiceJet,MAA,DEL,2026-08-11,2026-08-26,15,10497,AVAILABLE
demo_connector,IndiGo,MAA,DEL,2026-08-11,2026-09-10,30,9035,AVAILABLE
demo_connector,Akasa Air,MAA,DEL,2026-08-11,2026-09-10,30,8331,AVAILABLE
demo_connector,SpiceJet,MAA,DEL,2026-08-11,2026-09-10,30,7946,AVAILABLE
demo_connector,SpiceJet,MAA,DEL,2026-08-11,2026-09-25,45,6336,AVAILABLE
demo_connector,Akasa Air,MAA,DEL,2026-08-11,2026-09-25,45,7467,AVAILABLE
demo_connector,Air India,MAA,DEL,2026-08-11,2026-09-25,45,7630,AVAILABLE
demo_connector,SpiceJet,DEL,BOM,2026-08-12,2026-08-13,1,9236,AVAILABLE
demo_connector,IndiGo,DEL,BOM,2026-08-12,2026-08-13,1,8289,AVAILABLE
demo_connector,IndiGo,DEL,BOM,2026-08-12,2026-08-19,7,8506,AVAILABLE
demo_connector,Akasa Air,DEL,BOM,2026-08-12,2026-08-19,7,7578,AVAILABLE
demo_connector,Akasa Air,DEL,BOM,2026-08-12,2026-08-27,15,8134,AVAILABLE
demo_connector,SpiceJet,DEL,BOM,2026-08-12,2026-08-27,15,8313,AVAILABLE
demo_connector,IndiGo,DEL,BOM,2026-08-12,2026-09-11,30,6910,AVAILABLE
demo_connector,Akasa Air,DEL,BOM,2026-08-12,2026-09-11,30,6556,AVAILABLE
demo_connector,SpiceJet,DEL,BOM,2026-08-12,2026-09-11,30,7067,AVAILABLE
demo_connector,IndiGo,DEL,BOM,2026-08-12,2026-09-26,45,5497,AVAILABLE
demo_connector,SpiceJet,DEL,BOM,2026-08-12,2026-09-26,45,5610,AVAILABLE
demo_connector,SpiceJet,DEL,BLR,2026-08-12,2026-08-13,1,10454,AVAILABLE
demo_connector,Air India,DEL,BLR,2026-08-12,2026-08-13,1,11095,AVAILABLE
demo_connector,Akasa Air,DEL,BLR,2026-08-12,2026-08-13,1,9799,AVAILABLE
demo_connector,IndiGo,DEL,BLR,2026-08-12,2026-08-13,1,9535,AVAILABLE
demo_connector,IndiGo,DEL,BLR,2026-08-12,2026-08-19,7,10206,AVAILABLE
demo_connector,SpiceJet,DEL,BLR,2026-08-12,2026-08-19,7,10245,AVAILABLE
demo_connector,Air India,DEL,BLR,2026-08-12,2026-08-27,15,8802,AVAILABLE
demo_connector,Akasa Air,DEL,BLR,2026-08-12,2026-08-27,15,9228,AVAILABLE
demo_connector,SpiceJet,DEL,BLR,2026-08-12,2026-09-11,30,7932,AVAILABLE
demo_connector,IndiGo,DEL,BLR,2026-08-12,2026-09-11,30,7326,AVAILABLE
demo_connector,Air India,DEL,BLR,2026-08-12,2026-09-26,45,6554,AVAILABLE
demo_connector,IndiGo,DEL,BLR,2026-08-12,2026-09-26,45,5858,AVAILABLE
demo_connector,SpiceJet,DEL,BLR,2026-08-12,2026-09-26,45,6279,AVAILABLE
demo_connector,Air India,BOM,BLR,2026-08-12,2026-08-13,1,7438,AVAILABLE
demo_connector,SpiceJet,BOM,BLR,2026-08-12,2026-08-13,1,7195,AVAILABLE
demo_connector,IndiGo,BOM,BLR,2026-08-12,2026-08-13,1,7002,AVAILABLE
demo_connector,Air India,BOM,BLR,2026-08-12,2026-08-19,7,6680,AVAILABLE
demo_connector,Akasa Air,BOM,BLR,2026-08-12,2026-08-19,7,6361,AVAILABLE
demo_connector,IndiGo,BOM,BLR,2026-08-12,2026-08-19,7,7233,AVAILABLE
demo_connector,SpiceJet,BOM,BLR,2026-08-12,2026-08-19,7,6923,AVAILABLE
demo_connector,Air India,BOM,BLR,2026-08-12,2026-08-27,15,6453,AVAILABLE
demo_connector,Akasa Air,BOM,BLR,2026-08-12,2026-08-27,15,6238,AVAILABLE
demo_connector,SpiceJet,BOM,BLR,2026-08-12,2026-09-11,30,5336,AVAILABLE
demo_connector,Akasa Air,BOM,BLR,2026-08-12,2026-09-11,30,5160,AVAILABLE
demo_connector,SpiceJet,BOM,BLR,2026-08-12,2026-09-26,45,3872,AVAILABLE
demo_connector,IndiGo,BOM,BLR,2026-08-12,2026-09-26,45,3936,AVAILABLE
demo_connector,Akasa Air,BOM,BLR,2026-08-12,2026-09-26,45,4205,AVAILABLE
demo_connector,SpiceJet,DEL,CCU,2026-08-12,2026-08-13,1,9664,AVAILABLE
demo_connector,IndiGo,DEL,CCU,2026-08-12,2026-08-13,1,9648,AVAILABLE
demo_connector,Akasa Air,DEL,CCU,2026-08-12,2026-08-13,1,9458,AVAILABLE
demo_connector,Akasa Air,DEL,CCU,2026-08-12,2026-08-19,7,9248,AVAILABLE
demo_connector,SpiceJet,DEL,CCU,2026-08-12,2026-08-19,7,8375,AVAILABLE
demo_connector,IndiGo,DEL,CCU,2026-08-12,2026-08-19,7,9219,AVAILABLE
demo_connector,Air India,DEL,CCU,2026-08-12,2026-08-27,15,9129,AVAILABLE
demo_connector,SpiceJet,DEL,CCU,2026-08-12,2026-08-27,15,8634,AVAILABLE
demo_connector,Akasa Air,DEL,CCU,2026-08-12,2026-08-27,15,8696,AVAILABLE
demo_connector,IndiGo,DEL,CCU,2026-08-12,2026-08-27,15,8503,AVAILABLE
demo_connector,IndiGo,DEL,CCU,2026-08-12,2026-09-11,30,6734,AVAILABLE
demo_connector,Air India,DEL,CCU,2026-08-12,2026-09-11,30,6844,AVAILABLE
demo_connector,Air India,DEL,CCU,2026-08-12,2026-09-26,45,6299,AVAILABLE
demo_connector,IndiGo,DEL,CCU,2026-08-12,2026-09-26,45,5556,AVAILABLE
demo_connector,Akasa Air,DEL,CCU,2026-08-12,2026-09-26,45,5709,AVAILABLE
demo_connector,Akasa Air,BLR,HYD,2026-08-12,2026-08-13,1,5686,AVAILABLE
demo_connector,Air India,BLR,HYD,2026-08-12,2026-08-13,1,5967,AVAILABLE
demo_connector,IndiGo,BLR,HYD,2026-08-12,2026-08-19,7,5192,AVAILABLE
demo_connector,SpiceJet,BLR,HYD,2026-08-12,2026-08-19,7,5462,AVAILABLE
demo_connector,Akasa Air,BLR,HYD,2026-08-12,2026-08-19,7,6006,AVAILABLE
demo_connector,Air India,BLR,HYD,2026-08-12,2026-08-19,7,5850,AVAILABLE
demo_connector,Air India,BLR,HYD,2026-08-12,2026-08-27,15,5255,AVAILABLE
demo_connector,IndiGo,BLR,HYD,2026-08-12,2026-08-27,15,5075,AVAILABLE
demo_connector,Akasa Air,BLR,HYD,2026-08-12,2026-09-11,30,4584,AVAILABLE
demo_connector,IndiGo,BLR,HYD,2026-08-12,2026-09-11,30,4906,AVAILABLE
demo_connector,SpiceJet,BLR,HYD,2026-08-12,2026-09-26,45,3511,AVAILABLE
demo_connector,Air India,BLR,HYD,2026-08-12,2026-09-26,45,3869,AVAILABLE
demo_connector,IndiGo,BLR,HYD,2026-08-12,2026-09-26,45,3405,AVAILABLE
demo_connector,SpiceJet,MAA,DEL,2026-08-12,2026-08-13,1,10613,AVAILABLE
demo_connector,IndiGo,MAA,DEL,2026-08-12,2026-08-13,1,11594,AVAILABLE
demo_connector,IndiGo,MAA,DEL,2026-08-12,2026-08-19,7,9655,AVAILABLE
demo_connector,SpiceJet,MAA,DEL,2026-08-12,2026-08-19,7,11074,AVAILABLE
demo_connector,Akasa Air,MAA,DEL,2026-08-12,2026-08-19,7,11499,AVAILABLE
demo_connector,IndiGo,MAA,DEL,2026-08-12,2026-08-27,15,10896,AVAILABLE
demo_connector,Akasa Air,MAA,DEL,2026-08-12,2026-08-27,15,9045,AVAILABLE
demo_connector,Air India,MAA,DEL,2026-08-12,2026-08-27,15,9697,AVAILABLE
demo_connector,SpiceJet,MAA,DEL,2026-08-12,2026-08-27,15,9023,AVAILABLE
demo_connector,IndiGo,MAA,DEL,2026-08-12,2026-09-11,30,8581,AVAILABLE
demo_connector,Air India,MAA,DEL,2026-08-12,2026-09-11,30,8353,AVAILABLE
demo_connector,SpiceJet,MAA,DEL,2026-08-12,2026-09-11,30,7889,AVAILABLE
demo_connector,Air India,MAA,DEL,2026-08-12,2026-09-26,45,7376,AVAILABLE
demo_connector,IndiGo,MAA,DEL,2026-08-12,2026-09-26,45,6750,AVAILABLE
demo_connector,IndiGo,DEL,BOM,2026-08-13,2026-08-14,1,7825,AVAILABLE
demo_connector,Air India,DEL,BOM,2026-08-13,2026-08-14,1,8775,AVAILABLE
demo_connector,Akasa Air,DEL,BOM,2026-08-13,2026-08-14,1,8415,AVAILABLE
demo_connector,Air India,DEL,BOM,2026-08-13,2026-08-20,7,7600,AVAILABLE
demo_connector,IndiGo,DEL,BOM,2026-08-13,2026-08-20,7,8470,AVAILABLE
demo_connector,SpiceJet,DEL,BOM,2026-08-13,2026-08-20,7,8683,AVAILABLE
demo_connector,Akasa Air,DEL,BOM,2026-08-13,2026-08-20,7,8869,AVAILABLE
demo_connector,Air India,DEL,BOM,2026-08-13,2026-08-28,15,8383,AVAILABLE
demo_connector,IndiGo,DEL,BOM,2026-08-13,2026-08-28,15,7087,AVAILABLE
demo_connector,Air India,DEL,BOM,2026-08-13,2026-09-12,30,7094,AVAILABLE
demo_connector,IndiGo,DEL,BOM,2026-08-13,2026-09-12,30,6078,AVAILABLE
demo_connector,Akasa Air,DEL,BOM,2026-08-13,2026-09-12,30,5983,AVAILABLE
demo_connector,SpiceJet,DEL,BOM,2026-08-13,2026-09-12,30,6850,AVAILABLE
demo_connector,Air India,DEL,BOM,2026-08-13,2026-09-27,45,5857,AVAILABLE
demo_connector,IndiGo,DEL,BOM,2026-08-13,2026-09-27,45,5347,AVAILABLE
demo_connector,Akasa Air,DEL,BOM,2026-08-13,2026-09-27,45,5714,AVAILABLE
demo_connector,SpiceJet,DEL,BOM,2026-08-13,2026-09-27,45,5166,AVAILABLE
demo_connector,Air India,DEL,BLR,2026-08-13,2026-08-14,1,9632,AVAILABLE
demo_connector,Akasa Air,DEL,BLR,2026-08-13,2026-08-14,1,9475,AVAILABLE
demo_connector,IndiGo,DEL,BLR,2026-08-13,2026-08-14,1,11221,AVAILABLE
demo_connector,SpiceJet,DEL,BLR,2026-08-13,2026-08-14,1,10595,AVAILABLE
demo_connector,SpiceJet,DEL,BLR,2026-08-13,2026-08-20,7,10326,AVAILABLE
demo_connector,Air India,DEL,BLR,2026-08-13,2026-08-20,7,9754,AVAILABLE
demo_connector,Akasa Air,DEL,BLR,2026-08-13,2026-08-28,15,8381,AVAILABLE
demo_connector,Air India,DEL,BLR,2026-08-13,2026-08-28,15,9766,AVAILABLE
demo_connector,IndiGo,DEL,BLR,2026-08-13,2026-08-28,15,9944,AVAILABLE
demo_connector,Air India,DEL,BLR,2026-08-13,2026-09-12,30,8532,AVAILABLE
demo_connector,Akasa Air,DEL,BLR,2026-08-13,2026-09-12,30,7162,AVAILABLE
demo_connector,IndiGo,DEL,BLR,2026-08-13,2026-09-12,30,7867,AVAILABLE
demo_connector,SpiceJet,DEL,BLR,2026-08-13,2026-09-12,30,7341,AVAILABLE
demo_connector,Akasa Air,DEL,BLR,2026-08-13,2026-09-27,45,6345,AVAILABLE
demo_connector,Air India,DEL,BLR,2026-08-13,2026-09-27,45,6659,AVAILABLE
demo_connector,IndiGo,DEL,BLR,2026-08-13,2026-09-27,45,6089,AVAILABLE
demo_connector,SpiceJet,DEL,BLR,2026-08-13,2026-09-27,45,6917,AVAILABLE
demo_connector,SpiceJet,BOM,BLR,2026-08-13,2026-08-14,1,7166,AVAILABLE
demo_connector,Akasa Air,BOM,BLR,2026-08-13,2026-08-14,1,7589,AVAILABLE
demo_connector,IndiGo,BOM,BLR,2026-08-13,2026-08-14,1,7396,AVAILABLE
demo_connector,Air India,BOM,BLR,2026-08-13,2026-08-14,1,6474,AVAILABLE
demo_connector,SpiceJet,BOM,BLR,2026-08-13,2026-08-20,7,6472,AVAILABLE
demo_connector,IndiGo,BOM,BLR,2026-08-13,2026-08-20,7,7171,AVAILABLE
demo_connector,Akasa Air,BOM,BLR,2026-08-13,2026-08-20,7,7182,AVAILABLE
demo_connector,Air India,BOM,BLR,2026-08-13,2026-08-20,7,5981,AVAILABLE
demo_connector,IndiGo,BOM,BLR,2026-08-13,2026-08-28,15,5685,AVAILABLE
